Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
10610,14,7,8312,4,4,4,444,Champions
10611,249,4,2876,2,2,2,222,Customers Needing Attention
10612,620,1,161,1,1,1,111,Lost
10613,89,4,3282,3,2,2,322,Potential Loyalists
10614,11,7,5013,4,4,3,443,Champions
10615,201,10,5582,2,4,4,244,Loyal Customers
10616,742,1,1190,1,1,1,111,Lost
10617,160,5,5376,3,2,4,324,Potential Loyalists
10618,1083,2,1539,1,1,1,111,Lost
10619,412,4,2970,1,2,2,122,At Risk
10620,321,2,554,2,1,1,211,About to Sleep
10621,290,9,5468,2,4,4,244,Loyal Customers
10622,25,5,2143,4,2,1,421,New Customers
10623,336,8,8083,2,4,4,244,Loyal Customers
10624,427,3,2384,1,1,2,112,Hibernating
10625,94,3,2251,3,1,1,311,Promising
10626,126,3,1081,3,1,1,311,Promising
10627,1,7,7217,4,4,4,444,Champions
10628,676,3,1685,1,1,1,111,Lost
10629,509,5,2897,1,2,2,122,At Risk
10630,662,3,2166,1,1,1,111,Lost
10631,176,7,4261,3,4,3,343,Champions
10632,662,3,4042,1,1,3,113,Hibernating
10633,163,4,1791,3,2,1,321,Promising
10634,194,3,2864,2,1,2,212,Customers Needing Attention
10635,172,4,3548,3,2,2,322,Potential Loyalists
10636,228,2,858,2,1,1,211,About to Sleep
10637,51,4,3458,4,2,2,422,Potential Loyalists
10638,753,3,2633,1,1,2,112,Hibernating
10639,358,4,3892,2,2,3,223,Customers Needing Attention
10640,50,8,9109,4,4,4,444,Champions
10641,147,4,3233,3,2,2,322,Potential Loyalists
10642,430,5,3057,1,2,2,122,At Risk
10643,327,4,4286,2,2,3,223,Customers Needing Attention
10644,39,5,5150,4,2,3,423,Potential Loyalists
10645,393,4,4745,1,2,3,123,At Risk
10646,207,4,1795,2,2,1,221,About to Sleep
10647,184,6,2686,3,3,2,332,Lost
10648,1260,1,380,1,1,1,111,Lost
10649,698,3,2322,1,1,2,112,Hibernating
10650,99,6,3055,3,3,2,332,Lost
10651,215,8,8144,2,4,4,244,Loyal Customers
10652,514,7,7594,1,4,4,144,At Risk
10653,316,4,3003,2,2,2,222,Customers Needing Attention
10654,1208,1,1180,1,1,1,111,Lost
10655,65,5,2673,4,2,2,422,Potential Loyalists
10656,139,6,4382,3,3,3,333,Champions
10657,187,4,3684,3,2,3,323,Potential Loyalists
10658,36,5,2557,4,2,2,422,Potential Loyalists
10659,222,3,2801,2,1,2,212,Customers Needing Attention
10660,246,5,3779,2,2,3,223,Customers Needing Attention
10661,319,5,4184,2,2,3,223,Customers Needing Attention
10662,574,2,2991,1,1,2,112,Hibernating
10663,153,8,4981,3,4,3,343,Champions
10664,100,11,11561,3,4,4,344,Champions
10665,74,3,938,4,1,1,411,New Customers
10666,300,1,469,2,1,1,211,About to Sleep
10667,449,3,2173,1,1,1,111,Lost
10668,85,6,5323,3,3,4,334,Champions
10669,80,3,2488,3,1,2,312,Potential Loyalists
10670,170,9,8203,3,4,4,344,Champions
10671,115,4,3924,3,2,3,323,Potential Loyalists
10672,235,4,3138,2,2,2,222,Customers Needing Attention
10673,62,5,4375,4,2,3,423,Potential Loyalists
10674,419,6,2636,1,3,2,132,At Risk
10675,127,5,3053,3,2,2,322,Potential Loyalists
10676,154,8,7014,3,4,4,344,Champions
10677,861,3,2224,1,1,1,111,Lost
10678,833,3,4368,1,1,3,113,Hibernating
10679,119,5,1478,3,2,1,321,Promising
10680,994,2,3443,1,1,2,112,Hibernating
10681,175,5,2705,3,2,2,322,Potential Loyalists
10682,114,6,3877,3,3,3,333,Champions
10683,328,3,2743,2,1,2,212,Customers Needing Attention
10684,259,4,2334,2,2,2,222,Customers Needing Attention
10685,186,6,3410,3,3,2,332,Lost
10686,582,3,2054,1,1,1,111,Lost
10687,253,5,3647,2,2,3,223,Customers Needing Attention
10688,325,9,3709,2,4,3,243,Loyal Customers
10689,345,4,1740,2,2,1,221,About to Sleep
10690,158,4,4533,3,2,3,323,Potential Loyalists
10691,258,3,1713,2,1,1,211,About to Sleep
10692,64,7,3598,4,4,3,443,Champions
10693,61,4,1122,4,2,1,421,New Customers
10694,273,7,2898,2,4,2,242,Lost
10695,108,3,2358,3,1,2,312,Potential Loyalists
10696,45,5,4218,4,2,3,423,Potential Loyalists
10697,11,12,11505,4,4,4,444,Champions
10698,219,8,8374,2,4,4,244,Loyal Customers
10699,1016,1,956,1,1,1,111,Lost
10700,182,10,5229,3,4,4,344,Champions
10701,243,5,3661,2,2,3,223,Customers Needing Attention
10702,18,5,5538,4,2,4,424,Potential Loyalists
10703,68,6,3801,4,3,3,433,Champions
10704,14,9,6575,4,4,4,444,Champions
10705,291,3,2771,2,1,2,212,Customers Needing Attention
10706,689,2,3297,1,1,2,112,Hibernating
10707,376,4,1494,1,2,1,121,Cant Lose Them
10708,26,5,3702,4,2,3,423,Potential Loyalists
10709,14,6,5268,4,3,4,434,Champions
10710,70,7,6897,4,4,4,444,Champions
10711,81,9,8955,3,4,4,344,Champions
10712,184,5,4606,3,2,3,323,Potential Loyalists
10713,194,10,8538,2,4,4,244,Loyal Customers
10714,118,4,2252,3,2,1,321,Promising
10715,9,7,4888,4,4,3,443,Champions
10716,20,5,3201,4,2,2,422,Potential Loyalists
10717,292,5,3298,2,2,2,222,Customers Needing Attention
10718,88,5,5235,3,2,4,324,Potential Loyalists
10719,7,4,1367,4,2,1,421,New Customers
10720,57,5,2529,4,2,2,422,Potential Loyalists
10721,131,5,4864,3,2,3,323,Potential Loyalists
10722,329,4,2800,2,2,2,222,Customers Needing Attention
10723,166,5,5074,3,2,3,323,Potential Loyalists
10724,121,5,4060,3,2,3,323,Potential Loyalists
10725,175,5,4962,3,2,3,323,Potential Loyalists
10726,57,7,5248,4,4,4,444,Champions
10727,207,5,5639,2,2,4,224,Lost
10728,611,7,5705,1,4,4,144,At Risk
10729,39,7,5137,4,4,3,443,Champions
10730,206,3,749,2,1,1,211,About to Sleep
10731,628,6,3900,1,3,3,133,At Risk
10732,179,5,4556,3,2,3,323,Potential Loyalists
10733,111,4,1376,3,2,1,321,Promising
10734,121,3,4908,3,1,3,313,Potential Loyalists
10735,13,4,1714,4,2,1,421,New Customers
10736,164,6,3653,3,3,3,333,Champions
10737,484,3,988,1,1,1,111,Lost
10738,95,8,5220,3,4,4,344,Champions
10739,378,4,4941,1,2,3,123,At Risk
10740,86,5,3817,3,2,3,323,Potential Loyalists
10741,137,8,5406,3,4,4,344,Champions
10742,55,5,4502,4,2,3,423,Potential Loyalists
10743,112,7,4218,3,4,3,343,Champions
10744,1297,2,1264,1,1,1,111,Lost
10745,475,4,2613,1,2,2,122,At Risk
10746,145,4,4289,3,2,3,323,Potential Loyalists
10747,238,6,3699,2,3,3,233,Loyal Customers
10748,379,2,794,1,1,1,111,Lost
10749,16,9,6677,4,4,4,444,Champions
10750,53,6,4729,4,3,3,433,Champions
10751,82,7,5521,3,4,4,344,Champions
10752,652,5,2645,1,2,2,122,At Risk
10753,566,4,2533,1,2,2,122,At Risk
10754,20,4,2821,4,2,2,422,Potential Loyalists
10755,666,2,2420,1,1,2,112,Hibernating
10756,400,4,2815,1,2,2,122,At Risk
10757,180,7,7028,3,4,4,344,Champions
10758,188,2,612,2,1,1,211,About to Sleep
10759,6,9,7416,4,4,4,444,Champions
10760,762,2,1726,1,1,1,111,Lost
10761,220,4,2504,2,2,2,222,Customers Needing Attention
10762,80,9,5043,3,4,3,343,Champions
10763,102,6,2919,3,3,2,332,Lost
10764,100,4,4213,3,2,3,323,Potential Loyalists
10765,315,5,3362,2,2,2,222,Customers Needing Attention
10766,526,1,72,1,1,1,111,Lost
10767,57,7,4680,4,4,3,443,Champions
10768,247,7,3729,2,4,3,243,Loyal Customers
10769,214,6,5031,2,3,3,233,Loyal Customers
10770,42,5,4771,4,2,3,423,Potential Loyalists
10771,103,5,4121,3,2,3,323,Potential Loyalists
10772,735,2,870,1,1,1,111,Lost
10773,545,5,2586,1,2,2,122,At Risk
10774,120,6,2739,3,3,2,332,Lost
10775,26,6,4347,4,3,3,433,Champions
10776,229,4,2909,2,2,2,222,Customers Needing Attention
10777,524,6,5614,1,3,4,134,At Risk
10778,11,8,4198,4,4,3,443,Champions
10779,342,7,7279,2,4,4,244,Loyal Customers
10780,80,4,4689,3,2,3,323,Potential Loyalists
10781,95,7,5942,3,4,4,344,Champions
10782,178,7,5801,3,4,4,344,Champions
10783,178,4,2621,3,2,2,322,Potential Loyalists
10784,74,5,2597,4,2,2,422,Potential Loyalists
10785,35,4,3728,4,2,3,423,Potential Loyalists
10786,209,6,2058,2,3,1,231,Lost
10787,424,6,3198,1,3,2,132,At Risk
10788,513,2,2444,1,1,2,112,Hibernating
10789,689,2,2030,1,1,1,111,Lost
10790,181,6,4081,3,3,3,333,Champions
10791,380,3,2310,1,1,2,112,Hibernating
10792,12,6,4090,4,3,3,433,Champions
10793,254,5,3729,2,2,3,223,Customers Needing Attention
10794,171,5,3968,3,2,3,323,Potential Loyalists
10795,827,1,459,1,1,1,111,Lost
10796,20,5,3254,4,2,2,422,Potential Loyalists
10797,355,3,1192,2,1,1,211,About to Sleep
10798,521,4,1518,1,2,1,121,Cant Lose Them
10799,222,5,3389,2,2,2,222,Customers Needing Attention
10800,395,5,7346,1,2,4,124,At Risk
10801,491,4,1148,1,2,1,121,Cant Lose Them
10802,161,8,4573,3,4,3,343,Champions
10803,325,6,3084,2,3,2,232,Lost
10804,715,1,942,1,1,1,111,Lost
10805,349,4,2031,2,2,1,221,About to Sleep
10806,146,8,6301,3,4,4,344,Champions
10807,130,6,4657,3,3,3,333,Champions
10808,204,3,2891,2,1,2,212,Customers Needing Attention
10809,599,3,1477,1,1,1,111,Lost
10810,1250,1,1360,1,1,1,111,Lost
10811,563,4,3171,1,2,2,122,At Risk
10812,682,5,3670,1,2,3,123,At Risk
10813,5,11,11995,4,4,4,444,Champions
10814,566,2,1606,1,1,1,111,Lost
10815,139,7,4187,3,4,3,343,Champions
10816,619,3,2358,1,1,2,112,Hibernating
10817,74,5,3713,4,2,3,423,Potential Loyalists
10818,431,3,543,1,1,1,111,Lost
10819,76,2,2483,4,1,2,412,Potential Loyalists
10820,577,4,3604,1,2,3,123,At Risk
10821,463,2,175,1,1,1,111,Lost
10822,53,4,1752,4,2,1,421,New Customers
10823,309,5,5823,2,2,4,224,Lost
10824,397,2,837,1,1,1,111,Lost
10825,1003,1,1064,1,1,1,111,Lost
10826,136,6,4424,3,3,3,333,Champions
10827,418,4,2346,1,2,2,122,At Risk
10828,74,7,3983,4,4,3,443,Champions
10829,229,6,2937,2,3,2,232,Lost
10830,119,10,5493,3,4,4,344,Champions
10831,17,5,1726,4,2,1,421,New Customers
10832,694,2,1068,1,1,1,111,Lost
10833,50,9,8126,4,4,4,444,Champions
10834,57,6,6474,4,3,4,434,Champions
10835,100,7,5838,3,4,4,344,Champions
10836,327,8,7624,2,4,4,244,Loyal Customers
10837,148,5,2092,3,2,1,321,Promising
10838,375,7,3056,1,4,2,142,At Risk
10839,1002,3,2742,1,1,2,112,Hibernating
10840,303,4,1131,2,2,1,221,About to Sleep
10841,483,6,5236,1,3,4,134,At Risk
10842,276,11,9283,2,4,4,244,Loyal Customers
10843,881,3,2815,1,1,2,112,Hibernating
10844,783,5,1631,1,2,1,121,Cant Lose Them
10845,318,11,6606,2,4,4,244,Loyal Customers
10846,181,4,4765,3,2,3,323,Potential Loyalists
10847,256,7,5140,2,4,3,243,Loyal Customers
10848,176,7,4500,3,4,3,343,Champions
10849,227,3,3611,2,1,3,213,Customers Needing Attention
10850,12,8,2860,4,4,2,442,New Customers
10851,162,7,6435,3,4,4,344,Champions
10852,40,7,7031,4,4,4,444,Champions
10853,250,6,3202,2,3,2,232,Lost
10854,255,4,1022,2,2,1,221,About to Sleep
10856,3,6,5086,4,3,3,433,Champions
10857,102,4,6035,3,2,4,324,Potential Loyalists
10858,156,4,3013,3,2,2,322,Potential Loyalists
10859,93,6,4340,3,3,3,333,Champions
10860,73,7,5569,4,4,4,444,Champions
10861,120,6,2190,3,3,1,331,Lost
10862,570,4,2357,1,2,2,122,At Risk
10863,239,7,3281,2,4,2,242,Lost
10864,56,5,3341,4,2,2,422,Potential Loyalists
10865,50,5,4130,4,2,3,423,Potential Loyalists
10866,56,4,2476,4,2,2,422,Potential Loyalists
10867,65,3,1174,4,1,1,411,New Customers
10868,352,1,346,2,1,1,211,About to Sleep
10869,137,8,8385,3,4,4,344,Champions
10870,36,6,2864,4,3,2,432,New Customers
10871,322,6,3489,2,3,2,232,Lost
10872,204,5,2409,2,2,2,222,Customers Needing Attention
10873,58,6,7624,4,3,4,434,Champions
10874,372,3,1625,1,1,1,111,Lost
10875,343,3,2780,2,1,2,212,Customers Needing Attention
10876,161,7,8814,3,4,4,344,Champions
10877,156,6,3918,3,3,3,333,Champions
10878,56,6,2080,4,3,1,431,New Customers
10879,676,2,1343,1,1,1,111,Lost
10880,86,5,4490,3,2,3,323,Potential Loyalists
10881,65,8,5704,4,4,4,444,Champions
10882,95,3,1620,3,1,1,311,Promising
10883,653,4,3502,1,2,2,122,At Risk
10884,805,5,3174,1,2,2,122,At Risk
10885,25,9,8953,4,4,4,444,Champions
10886,1010,3,3899,1,1,3,113,Hibernating
10887,94,7,5551,3,4,4,344,Champions
10888,741,5,5001,1,2,3,123,At Risk
10889,114,9,7169,3,4,4,344,Champions
10890,405,4,2757,1,2,2,122,At Risk
10891,199,7,5991,2,4,4,244,Loyal Customers
10892,338,2,1856,2,1,1,211,About to Sleep
10893,251,4,2540,2,2,2,222,Customers Needing Attention
10894,127,7,5375,3,4,4,344,Champions
10895,455,8,4710,1,4,3,143,At Risk
10896,625,3,1596,1,1,1,111,Lost
10897,250,6,4114,2,3,3,233,Loyal Customers
10898,470,3,1206,1,1,1,111,Lost
10899,379,5,4212,1,2,3,123,At Risk
10900,706,2,1365,1,1,1,111,Lost
10901,12,5,3215,4,2,2,422,Potential Loyalists
10902,96,3,4181,3,1,3,313,Potential Loyalists
10903,18,6,5042,4,3,3,433,Champions
10904,256,3,1715,2,1,1,211,About to Sleep
10905,41,4,4199,4,2,3,423,Potential Loyalists
10906,35,3,835,4,1,1,411,New Customers
10907,28,7,4275,4,4,3,443,Champions
10908,203,6,3977,2,3,3,233,Loyal Customers
10909,440,7,6793,1,4,4,144,At Risk
10910,140,5,2583,3,2,2,322,Potential Loyalists
10911,146,3,3788,3,1,3,313,Potential Loyalists
10912,642,4,4793,1,2,3,123,At Risk
10913,25,9,3927,4,4,3,443,Champions
10914,161,4,2258,3,2,1,321,Promising
10915,322,4,4691,2,2,3,223,Customers Needing Attention
10916,224,9,8677,2,4,4,244,Loyal Customers
10917,248,6,2893,2,3,2,232,Lost
10918,110,9,6877,3,4,4,344,Champions
10919,70,7,4631,4,4,3,443,Champions
10920,798,3,2575,1,1,2,112,Hibernating
10921,218,2,2125,2,1,1,211,About to Sleep
10922,319,4,2428,2,2,2,222,Customers Needing Attention
10923,72,9,4544,4,4,3,443,Champions
10924,61,6,3200,4,3,2,432,New Customers
10925,189,9,4944,2,4,3,243,Loyal Customers
10926,314,2,316,2,1,1,211,About to Sleep
10927,120,4,1847,3,2,1,321,Promising
10928,19,3,3137,4,1,2,412,Potential Loyalists
10929,173,5,5321,3,2,4,324,Potential Loyalists
10930,394,2,211,1,1,1,111,Lost
10931,311,6,3794,2,3,3,233,Loyal Customers
10932,13,5,5446,4,2,4,424,Potential Loyalists
10933,24,5,2783,4,2,2,422,Potential Loyalists
10934,271,7,3729,2,4,3,243,Loyal Customers
10935,436,4,3683,1,2,3,123,At Risk
10936,382,4,1741,1,2,1,121,Cant Lose Them
10937,102,4,3438,3,2,2,322,Potential Loyalists
10938,735,4,2458,1,2,2,122,At Risk
10939,240,5,2354,2,2,2,222,Customers Needing Attention
10940,568,6,5103,1,3,3,133,At Risk
10941,463,4,4783,1,2,3,123,At Risk
10942,454,5,3154,1,2,2,122,At Risk
10943,7,8,8554,4,4,4,444,Champions
10944,1014,2,2370,1,1,2,112,Hibernating
10945,12,6,3178,4,3,2,432,New Customers
10946,198,11,9628,2,4,4,244,Loyal Customers
10947,143,4,4143,3,2,3,323,Potential Loyalists
10948,272,7,8176,2,4,4,244,Loyal Customers
10949,268,6,2879,2,3,2,232,Lost
10950,625,4,4529,1,2,3,123,At Risk
10951,20,5,4994,4,2,3,423,Potential Loyalists
10952,200,4,3547,2,2,2,222,Customers Needing Attention
10953,130,4,1618,3,2,1,321,Promising
10954,86,4,2561,3,2,2,322,Potential Loyalists
10955,78,5,2702,4,2,2,422,Potential Loyalists
10956,123,5,3234,3,2,2,322,Potential Loyalists
10957,735,2,544,1,1,1,111,Lost
10958,738,3,1538,1,1,1,111,Lost
10959,6,10,5176,4,4,4,444,Champions
10960,446,4,2366,1,2,2,122,At Risk
10961,29,7,5965,4,4,4,444,Champions
10962,306,4,3738,2,2,3,223,Customers Needing Attention
10963,949,2,836,1,1,1,111,Lost
10964,15,7,5106,4,4,3,443,Champions
10965,102,3,1077,3,1,1,311,Promising
10966,331,4,1080,2,2,1,221,About to Sleep
10967,643,6,3645,1,3,3,133,At Risk
10968,330,4,2633,2,2,2,222,Customers Needing Attention
10969,275,4,4117,2,2,3,223,Customers Needing Attention
10970,207,5,1407,2,2,1,221,About to Sleep
10971,60,6,4497,4,3,3,433,Champions
10972,65,5,6327,4,2,4,424,Potential Loyalists
10973,979,1,167,1,1,1,111,Lost
10974,269,5,4622,2,2,3,223,Customers Needing Attention
10975,25,4,3518,4,2,2,422,Potential Loyalists
10976,84,4,4578,3,2,3,323,Potential Loyalists
10977,57,12,6523,4,4,4,444,Champions
10978,605,2,2310,1,1,2,112,Hibernating
10979,308,3,2708,2,1,2,212,Customers Needing Attention
10981,133,6,4381,3,3,3,333,Champions
10982,287,2,284,2,1,1,211,About to Sleep
10983,629,3,1338,1,1,1,111,Lost
10984,506,1,900,1,1,1,111,Lost
10985,587,8,7431,1,4,4,144,At Risk
10986,96,5,3622,3,2,3,323,Potential Loyalists
10987,112,9,5696,3,4,4,344,Champions
10988,663,5,2154,1,2,1,121,Cant Lose Them
10989,69,9,6303,4,4,4,444,Champions
10990,122,7,6930,3,4,4,344,Champions
10991,176,4,3913,3,2,3,323,Potential Loyalists
10992,275,1,624,2,1,1,211,About to Sleep
10993,193,4,5777,2,2,4,224,Lost
10994,251,2,412,2,1,1,211,About to Sleep
10995,92,5,5728,3,2,4,324,Potential Loyalists
10996,171,5,2603,3,2,2,322,Potential Loyalists
10997,68,2,741,4,1,1,411,New Customers
10998,880,3,2542,1,1,2,112,Hibernating
10999,656,2,1116,1,1,1,111,Lost
11000,296,3,2585,2,1,2,212,Customers Needing Attention
11001,20,4,5126,4,2,3,423,Potential Loyalists
11002,486,3,2404,1,1,2,112,Hibernating
11003,97,4,2578,3,2,2,322,Potential Loyalists
11004,831,4,1525,1,2,1,121,Cant Lose Them
11005,18,4,4103,4,2,3,423,Potential Loyalists
11006,347,6,5204,2,3,4,234,Loyal Customers
11007,557,6,4832,1,3,3,133,At Risk
11008,343,7,3313,2,4,2,242,Lost
11009,315,5,2710,2,2,2,222,Customers Needing Attention
11010,741,3,1608,1,1,1,111,Lost
11011,120,8,1605,3,4,1,341,Lost
11012,33,3,3114,4,1,2,412,Potential Loyalists
11013,18,6,5872,4,3,4,434,Champions
11014,641,5,1976,1,2,1,121,Cant Lose Them
11015,470,6,4026,1,3,3,133,At Risk
11016,1025,1,293,1,1,1,111,Lost
11017,45,5,4145,4,2,3,423,Potential Loyalists
11018,515,9,5154,1,4,3,143,At Risk
11019,109,5,4326,3,2,3,323,Potential Loyalists
11020,52,6,6288,4,3,4,434,Champions
11021,387,3,1550,1,1,1,111,Lost
11022,29,4,3168,4,2,2,422,Potential Loyalists
11023,37,4,2694,4,2,2,422,Potential Loyalists
11024,376,3,2144,1,1,1,111,Lost
11025,189,10,7955,2,4,4,244,Loyal Customers
11026,151,4,2172,3,2,1,321,Promising
11027,113,7,7165,3,4,4,344,Champions
11028,108,3,3854,3,1,3,313,Potential Loyalists
11029,40,3,3358,4,1,2,412,Potential Loyalists
11030,174,3,2309,3,1,2,312,Potential Loyalists
11031,98,9,7138,3,4,4,344,Champions
11032,333,7,5890,2,4,4,244,Loyal Customers
11033,310,3,1815,2,1,1,211,About to Sleep
11034,17,7,8559,4,4,4,444,Champions
11035,338,8,4444,2,4,3,243,Loyal Customers
11036,143,9,6182,3,4,4,344,Champions
11037,46,9,5986,4,4,4,444,Champions
11038,561,4,4641,1,2,3,123,At Risk
11040,549,3,867,1,1,1,111,Lost
11041,17,6,8207,4,3,4,434,Champions
11042,687,2,929,1,1,1,111,Lost
11043,334,4,2529,2,2,2,222,Customers Needing Attention
11044,152,6,3228,3,3,2,332,Lost
11045,520,9,8309,1,4,4,144,At Risk
11046,477,6,4172,1,3,3,133,At Risk
11047,624,1,216,1,1,1,111,Lost
11048,543,5,4990,1,2,3,123,At Risk
11049,190,8,4851,2,4,3,243,Loyal Customers
11050,5,9,6417,4,4,4,444,Champions
11051,1030,1,1392,1,1,1,111,Lost
11052,71,6,3211,4,3,2,432,New Customers
11053,292,9,5013,2,4,3,243,Loyal Customers
11054,343,5,6352,2,2,4,224,Lost
11055,143,4,5756,3,2,4,324,Potential Loyalists
11056,26,10,9686,4,4,4,444,Champions
11057,70,3,2324,4,1,2,412,Potential Loyalists
11058,381,7,5452,1,4,4,144,At Risk
11059,745,2,927,1,1,1,111,Lost
11060,227,11,5801,2,4,4,244,Loyal Customers
11061,172,4,1977,3,2,1,321,Promising
11062,135,4,3166,3,2,2,322,Potential Loyalists
11063,18,4,2102,4,2,1,421,New Customers
11064,149,3,895,3,1,1,311,Promising
11065,50,6,2836,4,3,2,432,New Customers
11066,205,6,3197,2,3,2,232,Lost
11067,295,4,2512,2,2,2,222,Customers Needing Attention
11068,107,6,4869,3,3,3,333,Champions
11069,160,5,2556,3,2,2,322,Potential Loyalists
11070,55,4,3182,4,2,2,422,Potential Loyalists
11072,313,5,2593,2,2,2,222,Customers Needing Attention
11073,398,9,8725,1,4,4,144,At Risk
11074,454,4,1956,1,2,1,121,Cant Lose Them
11075,583,2,964,1,1,1,111,Lost
11076,110,8,5183,3,4,4,344,Champions
11077,196,7,8500,2,4,4,244,Loyal Customers
11078,44,9,6635,4,4,4,444,Champions
11079,381,4,4138,1,2,3,123,At Risk
11080,116,7,3926,3,4,3,343,Champions
11081,87,6,3592,3,3,3,333,Champions
11082,661,4,4711,1,2,3,123,At Risk
11083,267,8,9509,2,4,4,244,Loyal Customers
11084,342,5,1990,2,2,1,221,About to Sleep
11085,88,4,3163,3,2,2,322,Potential Loyalists
11086,156,7,5337,3,4,4,344,Champions
11087,116,4,6496,3,2,4,324,Potential Loyalists
11088,71,4,5032,4,2,3,423,Potential Loyalists
11089,550,3,682,1,1,1,111,Lost
11090,351,5,2041,2,2,1,221,About to Sleep
11091,175,7,3573,3,4,2,342,Lost
11092,443,4,2482,1,2,2,122,At Risk
11093,3,8,6410,4,4,4,444,Champions
11094,349,3,3375,2,1,2,212,Customers Needing Attention
11095,141,5,4943,3,2,3,323,Potential Loyalists
11096,208,3,3220,2,1,2,212,Customers Needing Attention
11097,9,6,2649,4,3,2,432,New Customers
11098,524,3,3172,1,1,2,112,Hibernating
11099,818,2,1730,1,1,1,111,Lost
11100,164,3,4776,3,1,3,313,Potential Loyalists
11101,197,5,4435,2,2,3,223,Customers Needing Attention
11102,203,8,5805,2,4,4,244,Loyal Customers
11103,193,5,3349,2,2,2,222,Customers Needing Attention
11104,1,5,5487,4,2,4,424,Potential Loyalists
11105,33,7,5620,4,4,4,444,Champions
11106,352,6,2947,2,3,2,232,Lost
11107,691,7,4605,1,4,3,143,At Risk
11108,1,10,10124,4,4,4,444,Champions
11109,780,1,285,1,1,1,111,Lost
11110,68,5,2549,4,2,2,422,Potential Loyalists
11111,135,5,3060,3,2,2,322,Potential Loyalists
11112,38,6,2244,4,3,1,431,New Customers
11113,289,3,2382,2,1,2,212,Customers Needing Attention
11114,300,4,1241,2,2,1,221,About to Sleep
11115,25,3,1253,4,1,1,411,New Customers
11116,99,6,5000,3,3,3,333,Champions
11117,462,7,4305,1,4,3,143,At Risk
11118,76,7,7583,4,4,4,444,Champions
11119,56,8,3870,4,4,3,443,Champions
11120,397,2,827,1,1,1,111,Lost
11121,16,5,4352,4,2,3,423,Potential Loyalists
11122,125,6,4536,3,3,3,333,Champions
11123,11,4,1926,4,2,1,421,New Customers
11124,13,7,4456,4,4,3,443,Champions
11125,274,4,2214,2,2,1,221,About to Sleep
11126,79,3,1917,3,1,1,311,Promising
11127,541,3,2616,1,1,2,112,Hibernating
11128,13,4,3862,4,2,3,423,Potential Loyalists
11129,422,7,3994,1,4,3,143,At Risk
11130,371,7,6944,2,4,4,244,Loyal Customers
11131,574,5,3740,1,2,3,123,At Risk
11132,463,2,1843,1,1,1,111,Lost
11133,43,8,7829,4,4,4,444,Champions
11134,379,5,5764,1,2,4,124,At Risk
11135,358,1,362,2,1,1,211,About to Sleep
11136,12,4,3090,4,2,2,422,Potential Loyalists
11137,77,8,7431,4,4,4,444,Champions
11138,168,6,5645,3,3,4,334,Champions
11139,219,8,6025,2,4,4,244,Loyal Customers
11140,87,7,1559,3,4,1,341,Lost
11141,261,6,6113,2,3,4,234,Loyal Customers
11142,854,4,3963,1,2,3,123,At Risk
11143,1161,2,1296,1,1,1,111,Lost
11144,79,4,3627,3,2,3,323,Potential Loyalists
11145,442,3,1469,1,1,1,111,Lost
11146,147,8,5789,3,4,4,344,Champions
11147,1,7,2429,4,4,2,442,New Customers
11148,46,4,2900,4,2,2,422,Potential Loyalists
11149,160,3,2197,3,1,1,311,Promising
11150,181,5,3140,3,2,2,322,Potential Loyalists
11151,148,2,1974,3,1,1,311,Promising
11152,431,6,5798,1,3,4,134,At Risk
11153,259,9,2789,2,4,2,242,Lost
11154,162,7,8314,3,4,4,344,Champions
11155,316,5,4219,2,2,3,223,Customers Needing Attention
11156,434,5,1912,1,2,1,121,Cant Lose Them
11157,366,3,1728,2,1,1,211,About to Sleep
11158,528,6,5545,1,3,4,134,At Risk
11159,199,4,2430,2,2,2,222,Customers Needing Attention
11160,151,5,2725,3,2,2,322,Potential Loyalists
11161,19,5,4768,4,2,3,423,Potential Loyalists
11162,185,6,5769,3,3,4,334,Champions
11163,249,4,3464,2,2,2,222,Customers Needing Attention
11164,52,4,3281,4,2,2,422,Potential Loyalists
11165,129,7,5609,3,4,4,344,Champions
11166,232,4,2573,2,2,2,222,Customers Needing Attention
11167,87,7,8288,3,4,4,344,Champions
11168,4,6,3774,4,3,3,433,Champions
11169,165,6,2918,3,3,2,332,Lost
11170,209,4,4161,2,2,3,223,Customers Needing Attention
11171,200,3,2592,2,1,2,212,Customers Needing Attention
11172,256,9,6786,2,4,4,244,Loyal Customers
11173,92,5,3558,3,2,2,322,Potential Loyalists
11174,17,7,4583,4,4,3,443,Champions
11175,201,5,3362,2,2,2,222,Customers Needing Attention
11176,245,5,4326,2,2,3,223,Customers Needing Attention
11177,174,5,2791,3,2,2,322,Potential Loyalists
11178,818,3,1404,1,1,1,111,Lost
11179,20,5,2466,4,2,2,422,Potential Loyalists
11180,45,10,11594,4,4,4,444,Champions
11181,154,6,3396,3,3,2,332,Lost
11182,59,7,7663,4,4,4,444,Champions
11183,354,4,3281,2,2,2,222,Customers Needing Attention
11184,308,3,2643,2,1,2,212,Customers Needing Attention
11185,84,8,7369,3,4,4,344,Champions
11186,86,3,3384,3,1,2,312,Potential Loyalists
11187,59,3,2322,4,1,2,412,Potential Loyalists
11188,206,7,4536,2,4,3,243,Loyal Customers
11189,79,3,1651,3,1,1,311,Promising
